,Male,Pclass,Fare,FarePerPerson,Title,AgeUsingMeanTitle,AgeClass,SexClass,FamilySize,AgeSquared,AgeClassSquared,Survived
319,0,1,134.5,44.833333333333336,3,40.0,40.0,0,2,1600.0,1600.0,1
320,1,3,7.25,7.25,3,22.0,66.0,3,0,484.0,4356.0,0
321,1,3,7.8958,7.8958,3,27.0,81.0,3,0,729.0,6561.0,0
322,0,2,12.35,12.35,3,30.0,60.0,0,0,900.0,3600.0,1
323,0,2,29.0,9.666666666666666,3,22.0,44.0,0,2,484.0,1936.0,1
324,1,3,69.55,6.322727272727272,3,30.58522796352584,91.75568389057752,3,10,935.4561695808429,8419.105526227586,0
325,0,1,135.6333,135.6333,3,36.0,36.0,0,0,1296.0,1296.0,1
326,1,3,6.2375,6.2375,3,61.0,183.0,3,0,3721.0,33489.0,0
327,0,2,13.0,13.0,3,36.0,72.0,0,0,1296.0,5184.0,1
328,0,3,20.525,6.841666666666666,3,31.0,93.0,0,2,961.0,8649.0,1
329,0,1,57.9792,28.9896,3,16.0,16.0,0,1,256.0,256.0,1
330,0,3,23.25,7.75,3,28.68708762886598,86.06126288659794,0,2,822.9489966262356,7406.540969636121,1
331,1,1,28.5,28.5,3,45.5,45.5,1,0,2070.25,2070.25,0
332,1,1,153.4625,76.73125,3,38.0,38.0,1,1,1444.0,1444.0,0
333,1,3,18.0,6.0,3,16.0,48.0,3,2,256.0,2304.0,0
334,0,1,133.65,66.825,3,28.68708762886598,28.68708762886598,0,1,822.9489966262356,822.9489966262356,1
335,1,3,7.8958,7.8958,3,30.58522796352584,91.75568389057752,3,0,935.4561695808429,8419.105526227586,0
336,1,1,66.6,33.3,3,29.0,29.0,1,1,841.0,841.0,0
337,0,1,134.5,134.5,3,41.0,41.0,0,0,1681.0,1681.0,1
338,1,3,8.05,8.05,3,45.0,135.0,3,0,2025.0,18225.0,1
339,1,1,35.5,35.5,3,45.0,45.0,1,0,2025.0,2025.0,0
340,1,2,26.0,8.666666666666666,3,2.0,4.0,2,2,4.0,16.0,1
341,0,1,263.0,43.833333333333336,3,24.0,24.0,0,5,576.0,576.0,1
342,1,2,13.0,13.0,3,28.0,56.0,2,0,784.0,3136.0,0
343,1,2,13.0,13.0,3,25.0,50.0,2,0,625.0,2500.0,0
344,1,2,13.0,13.0,3,36.0,72.0,2,0,1296.0,5184.0,0
345,0,2,13.0,13.0,3,24.0,48.0,0,0,576.0,2304.0,1
346,0,2,13.0,13.0,3,40.0,80.0,0,0,1600.0,6400.0,1
347,0,3,16.1,8.05,3,28.68708762886598,86.06126288659794,0,1,822.9489966262356,7406.540969636121,1
348,1,3,15.9,5.3,3,3.0,9.0,3,2,9.0,81.0,1
349,1,3,8.6625,8.6625,3,42.0,126.0,3,0,1764.0,15876.0,0
350,1,3,9.225,9.225,3,23.0,69.0,3,0,529.0,4761.0,0
351,1,1,35.0,35.0,3,30.58522796352584,30.58522796352584,1,0,935.4561695808429,935.4561695808429,0
352,1,3,7.2292,2.409733333333333,3,15.0,45.0,3,2,225.0,2025.0,0
353,1,3,17.8,8.9,3,25.0,75.0,3,1,625.0,5625.0,0
354,1,3,7.225,7.225,3,30.58522796352584,91.75568389057752,3,0,935.4561695808429,8419.105526227586,0
355,1,3,9.5,9.5,3,28.0,84.0,3,0,784.0,7056.0,0
356,0,1,55.0,27.5,3,22.0,22.0,0,1,484.0,484.0,1
357,0,2,13.0,13.0,3,38.0,76.0,0,0,1444.0,5776.0,0
358,0,3,7.8792,7.8792,3,28.68708762886598,86.06126288659794,0,0,822.9489966262356,7406.540969636121,1
359,0,3,7.8792,7.8792,3,28.68708762886598,86.06126288659794,0,0,822.9489966262356,7406.540969636121,1
360,1,3,27.9,4.6499999999999995,3,40.0,120.0,3,5,1600.0,14400.0,0
361,1,2,27.7208,13.8604,3,29.0,58.0,2,1,841.0,3364.0,0
362,0,3,14.4542,7.2271,3,45.0,135.0,0,1,2025.0,18225.0,0
363,1,3,7.05,7.05,3,35.0,105.0,3,0,1225.0,11025.0,0
364,1,3,15.5,7.75,3,30.58522796352584,91.75568389057752,3,1,935.4561695808429,8419.105526227586,0
365,1,3,7.25,7.25,3,30.0,90.0,3,0,900.0,8100.0,0
366,0,1,75.25,37.625,3,60.0,60.0,0,1,3600.0,3600.0,1
367,0,3,7.2292,7.2292,3,28.68708762886598,86.06126288659794,0,0,822.9489966262356,7406.540969636121,1
368,0,3,7.75,7.75,3,28.68708762886598,86.06126288659794,0,0,822.9489966262356,7406.540969636121,1
369,0,1,69.3,69.3,1,24.0,24.0,0,0,576.0,576.0,1
370,1,1,55.4417,27.72085,3,25.0,25.0,1,1,625.0,625.0,1
371,1,3,6.4958,3.2479,3,18.0,54.0,3,1,324.0,2916.0,0
372,1,3,8.05,8.05,3,19.0,57.0,3,0,361.0,3249.0,0
373,1,1,135.6333,135.6333,3,22.0,22.0,1,0,484.0,484.0,0
374,0,3,21.075,4.215,3,3.0,9.0,0,4,9.0,81.0,0
375,0,1,82.1708,41.0854,3,28.68708762886598,28.68708762886598,0,1,822.9489966262356,822.9489966262356,1
376,0,3,7.25,7.25,3,22.0,66.0,0,0,484.0,4356.0,1
377,1,1,211.5,70.5,3,27.0,27.0,1,2,729.0,729.0,0
378,1,3,4.0125,4.0125,3,20.0,60.0,3,0,400.0,3600.0,0
379,1,3,7.775,7.775,3,19.0,57.0,3,0,361.0,3249.0,0
380,0,1,227.525,227.525,3,42.0,42.0,0,0,1764.0,1764.0,1
381,0,3,15.7417,5.247233333333333,3,1.0,3.0,0,2,1.0,9.0,1
382,1,3,7.925,7.925,3,32.0,96.0,3,0,1024.0,9216.0,0
383,0,1,52.0,26.0,3,35.0,35.0,0,1,1225.0,1225.0,1
384,1,3,7.8958,7.8958,3,30.58522796352584,91.75568389057752,3,0,935.4561695808429,8419.105526227586,0
385,1,2,73.5,73.5,3,18.0,36.0,2,0,324.0,1296.0,0
386,1,3,46.9,5.8625,3,1.0,3.0,3,7,1.0,9.0,0
387,0,2,13.0,13.0,3,36.0,72.0,0,0,1296.0,5184.0,1
388,1,3,7.7292,7.7292,3,30.58522796352584,91.75568389057752,3,0,935.4561695808429,8419.105526227586,0
389,0,2,12.0,12.0,3,17.0,34.0,0,0,289.0,1156.0,1
390,1,1,120.0,30.0,3,36.0,36.0,1,3,1296.0,1296.0,1
391,1,3,7.7958,7.7958,3,21.0,63.0,3,0,441.0,3969.0,1
392,1,3,7.925,2.6416666666666666,3,28.0,84.0,3,2,784.0,7056.0,0
393,0,1,113.275,56.6375,3,23.0,23.0,0,1,529.0,529.0,1
394,0,3,16.7,5.566666666666666,3,24.0,72.0,0,2,576.0,5184.0,1
395,1,3,7.7958,7.7958,3,22.0,66.0,3,0,484.0,4356.0,0
396,0,3,7.8542,7.8542,3,31.0,93.0,0,0,961.0,8649.0,0
397,1,2,26.0,26.0,3,46.0,92.0,2,0,2116.0,8464.0,0
398,1,2,10.5,10.5,1,23.0,46.0,2,0,529.0,2116.0,0
399,0,2,12.65,12.65,3,28.0,56.0,0,0,784.0,3136.0,1
400,1,3,7.925,7.925,3,39.0,117.0,3,0,1521.0,13689.0,1
401,1,3,8.05,8.05,3,26.0,78.0,3,0,676.0,6084.0,0
402,0,3,9.825,4.9125,3,21.0,63.0,0,1,441.0,3969.0,0
403,1,3,15.85,7.925,3,28.0,84.0,3,1,784.0,7056.0,0
404,0,3,8.6625,8.6625,3,20.0,60.0,0,0,400.0,3600.0,0
405,1,2,21.0,10.5,3,34.0,68.0,2,1,1156.0,4624.0,0
406,1,3,7.75,7.75,3,51.0,153.0,3,0,2601.0,23409.0,0
407,1,2,18.75,6.25,3,3.0,6.0,2,2,9.0,36.0,1
408,1,3,7.775,7.775,3,21.0,63.0,3,0,441.0,3969.0,0
409,0,3,25.4667,5.0933399999999995,3,28.68708762886598,86.06126288659794,0,4,822.9489966262356,7406.540969636121,0
410,1,3,7.8958,7.8958,3,30.58522796352584,91.75568389057752,3,0,935.4561695808429,8419.105526227586,0
411,1,3,6.8583,6.8583,3,30.58522796352584,91.75568389057752,3,0,935.4561695808429,8419.105526227586,0
412,0,1,90.0,45.0,3,33.0,33.0,0,1,1089.0,1089.0,1
413,1,2,0.0,0.0,3,30.58522796352584,61.17045592705168,2,0,935.4561695808429,3741.8246783233717,0
414,1,3,7.925,7.925,3,44.0,132.0,3,0,1936.0,17424.0,1
415,0,3,8.05,8.05,3,28.68708762886598,86.06126288659794,0,0,822.9489966262356,7406.540969636121,0
416,0,2,32.5,10.833333333333334,3,34.0,68.0,0,2,1156.0,4624.0,1
417,0,2,13.0,4.333333333333333,3,18.0,36.0,0,2,324.0,1296.0,1
418,1,2,13.0,13.0,3,30.0,60.0,2,0,900.0,3600.0,0
419,0,3,24.15,8.049999999999999,3,10.0,30.0,0,2,100.0,900.0,0
420,1,3,7.8958,7.8958,3,30.58522796352584,91.75568389057752,3,0,935.4561695808429,8419.105526227586,0
421,1,3,7.7333,7.7333,3,21.0,63.0,3,0,441.0,3969.0,0
422,1,3,7.875,7.875,3,29.0,87.0,3,0,841.0,7569.0,0
423,0,3,14.4,4.8,3,28.0,84.0,0,2,784.0,7056.0,0
424,1,3,20.2125,6.7375,3,18.0,54.0,3,2,324.0,2916.0,0
425,1,3,7.25,7.25,3,30.58522796352584,91.75568389057752,3,0,935.4561695808429,8419.105526227586,0
426,0,2,26.0,13.0,3,28.0,56.0,0,1,784.0,3136.0,1
427,0,2,26.0,26.0,3,19.0,38.0,0,0,361.0,1444.0,1
428,1,3,7.75,7.75,3,30.58522796352584,91.75568389057752,3,0,935.4561695808429,8419.105526227586,0
429,1,3,8.05,8.05,3,32.0,96.0,3,0,1024.0,9216.0,1
430,1,1,26.55,26.55,3,28.0,28.0,1,0,784.0,784.0,1
431,0,3,16.1,8.05,3,28.68708762886598,86.06126288659794,0,1,822.9489966262356,7406.540969636121,1
432,0,2,26.0,13.0,3,42.0,84.0,0,1,1764.0,7056.0,1
433,1,3,7.125,7.125,3,17.0,51.0,3,0,289.0,2601.0,0
434,1,1,55.9,27.95,3,50.0,50.0,1,1,2500.0,2500.0,0
435,0,1,120.0,30.0,3,14.0,14.0,0,3,196.0,196.0,1
436,0,3,34.375,6.875,3,21.0,63.0,0,4,441.0,3969.0,0
437,0,2,18.75,3.125,3,24.0,48.0,0,5,576.0,2304.0,1
438,1,1,263.0,43.833333333333336,3,64.0,64.0,1,5,4096.0,4096.0,0
439,1,2,10.5,10.5,3,31.0,62.0,2,0,961.0,3844.0,0
440,0,2,26.25,8.75,3,45.0,90.0,0,2,2025.0,8100.0,1
441,1,3,9.5,9.5,3,20.0,60.0,3,0,400.0,3600.0,0
442,1,3,7.775,3.8875,3,25.0,75.0,3,1,625.0,5625.0,0
443,0,2,13.0,13.0,2,28.0,56.0,0,0,784.0,3136.0,1
444,1,3,8.1125,8.1125,3,30.58522796352584,91.75568389057752,3,0,935.4561695808429,8419.105526227586,1
445,1,1,81.8583,27.2861,3,4.0,4.0,1,2,16.0,16.0,1
446,0,2,19.5,9.75,3,13.0,26.0,0,1,169.0,676.0,1
447,1,1,26.55,26.55,3,34.0,34.0,1,0,1156.0,1156.0,1
448,0,3,19.2583,4.814575,3,5.0,15.0,0,3,25.0,225.0,1
449,1,1,30.5,30.5,0,52.0,52.0,1,0,2704.0,2704.0,1
450,1,2,27.75,6.9375,3,36.0,72.0,2,3,1296.0,5184.0,0
451,1,3,19.9667,9.98335,3,30.58522796352584,91.75568389057752,3,1,935.4561695808429,8419.105526227586,0
452,1,1,27.75,27.75,3,30.0,30.0,1,0,900.0,900.0,0
453,1,1,89.1042,44.5521,3,49.0,49.0,1,1,2401.0,2401.0,1
454,1,3,8.05,8.05,3,30.58522796352584,91.75568389057752,3,0,935.4561695808429,8419.105526227586,0
455,1,3,7.8958,7.8958,3,29.0,87.0,3,0,841.0,7569.0,1
456,1,1,26.55,26.55,3,65.0,65.0,1,0,4225.0,4225.0,0
457,0,1,51.8625,25.93125,3,28.68708762886598,28.68708762886598,0,1,822.9489966262356,822.9489966262356,1
458,0,2,10.5,10.5,3,50.0,100.0,0,0,2500.0,10000.0,1
459,1,3,7.75,7.75,3,30.58522796352584,91.75568389057752,3,0,935.4561695808429,8419.105526227586,0
460,1,1,26.55,26.55,3,48.0,48.0,1,0,2304.0,2304.0,1
461,1,3,8.05,8.05,3,34.0,102.0,3,0,1156.0,10404.0,0
462,1,1,38.5,38.5,3,47.0,47.0,1,0,2209.0,2209.0,0
463,1,2,13.0,13.0,3,48.0,96.0,2,0,2304.0,9216.0,0
464,1,3,8.05,8.05,3,30.58522796352584,91.75568389057752,3,0,935.4561695808429,8419.105526227586,0
465,1,3,7.05,7.05,3,38.0,114.0,3,0,1444.0,12996.0,0
466,1,2,0.0,0.0,3,30.58522796352584,61.17045592705168,2,0,935.4561695808429,3741.8246783233717,0
467,1,1,26.55,26.55,3,56.0,56.0,1,0,3136.0,3136.0,0
468,1,3,7.725,7.725,3,30.58522796352584,91.75568389057752,3,0,935.4561695808429,8419.105526227586,0
469,0,3,19.2583,4.814575,3,0.75,2.25,0,3,0.5625,5.0625,1
470,1,3,7.25,7.25,3,30.58522796352584,91.75568389057752,3,0,935.4561695808429,8419.105526227586,0
471,1,3,8.6625,8.6625,3,38.0,114.0,3,0,1444.0,12996.0,0
472,0,2,27.75,6.9375,3,33.0,66.0,0,3,1089.0,4356.0,1
473,0,2,13.7917,13.7917,3,23.0,46.0,0,0,529.0,2116.0,1
474,0,3,9.8375,9.8375,3,22.0,66.0,0,0,484.0,4356.0,0
475,1,1,52.0,52.0,3,30.58522796352584,30.58522796352584,1,0,935.4561695808429,935.4561695808429,0
476,1,2,21.0,10.5,3,34.0,68.0,2,1,1156.0,4624.0,0
477,1,3,7.0458,3.5229,3,29.0,87.0,3,1,841.0,7569.0,0
478,1,3,7.5208,7.5208,3,22.0,66.0,3,0,484.0,4356.0,0
479,0,3,12.2875,6.14375,3,2.0,6.0,0,1,4.0,36.0,1
480,1,3,46.9,5.8625,3,9.0,27.0,3,7,81.0,729.0,0
481,1,2,0.0,0.0,3,30.58522796352584,61.17045592705168,2,0,935.4561695808429,3741.8246783233717,0
482,1,3,8.05,8.05,3,50.0,150.0,3,0,2500.0,22500.0,0
483,0,3,9.5875,9.5875,3,63.0,189.0,0,0,3969.0,35721.0,1
484,1,1,91.0792,45.5396,3,25.0,25.0,1,1,625.0,625.0,1
485,0,3,25.4667,5.0933399999999995,3,28.68708762886598,86.06126288659794,0,4,822.9489966262356,7406.540969636121,0
486,0,1,90.0,45.0,3,35.0,35.0,0,1,1225.0,1225.0,1
487,1,1,29.7,29.7,3,58.0,58.0,1,0,3364.0,3364.0,0
488,1,3,8.05,8.05,3,30.0,90.0,3,0,900.0,8100.0,0
489,1,3,15.9,5.3,3,9.0,27.0,3,2,81.0,729.0,1
490,1,3,19.9667,9.98335,3,30.58522796352584,91.75568389057752,3,1,935.4561695808429,8419.105526227586,0
491,1,3,7.25,7.25,3,21.0,63.0,3,0,441.0,3969.0,0
492,1,1,30.5,30.5,3,55.0,55.0,1,0,3025.0,3025.0,0
493,1,1,49.5042,49.5042,3,71.0,71.0,1,0,5041.0,5041.0,0
494,1,3,8.05,8.05,3,21.0,63.0,3,0,441.0,3969.0,0
495,1,3,14.4583,14.4583,3,30.58522796352584,91.75568389057752,3,0,935.4561695808429,8419.105526227586,0
496,0,1,78.2667,39.13335,3,54.0,54.0,0,1,2916.0,2916.0,1
497,1,3,15.1,15.1,3,30.58522796352584,91.75568389057752,3,0,935.4561695808429,8419.105526227586,0
498,0,1,151.55,37.8875,3,25.0,25.0,0,3,625.0,625.0,0
499,1,3,7.7958,7.7958,3,24.0,72.0,3,0,576.0,5184.0,0
500,1,3,8.6625,8.6625,3,17.0,51.0,3,0,289.0,2601.0,0
501,0,3,7.75,7.75,3,21.0,63.0,0,0,441.0,3969.0,0
502,0,3,7.6292,7.6292,3,28.68708762886598,86.06126288659794,0,0,822.9489966262356,7406.540969636121,0
503,0,3,9.5875,9.5875,3,37.0,111.0,0,0,1369.0,12321.0,0
504,0,1,86.5,86.5,3,16.0,16.0,0,0,256.0,256.0,1
505,1,1,108.9,54.45,3,18.0,18.0,1,1,324.0,324.0,0
506,0,2,26.0,8.666666666666666,3,33.0,66.0,0,2,1089.0,4356.0,1
507,1,1,26.55,26.55,3,30.58522796352584,30.58522796352584,1,0,935.4561695808429,935.4561695808429,1
508,1,3,22.525,22.525,3,28.0,84.0,3,0,784.0,7056.0,0
509,1,3,56.4958,56.4958,3,26.0,78.0,3,0,676.0,6084.0,1
510,1,3,7.75,7.75,3,29.0,87.0,3,0,841.0,7569.0,1
511,1,3,8.05,8.05,3,30.58522796352584,91.75568389057752,3,0,935.4561695808429,8419.105526227586,0
512,1,1,26.2875,26.2875,3,36.0,36.0,1,0,1296.0,1296.0,1
513,0,1,59.4,29.7,3,54.0,54.0,0,1,2916.0,2916.0,1
514,1,3,7.4958,7.4958,3,24.0,72.0,3,0,576.0,5184.0,0
515,1,1,34.0208,34.0208,3,47.0,47.0,1,0,2209.0,2209.0,0
516,0,2,10.5,10.5,3,34.0,68.0,0,0,1156.0,4624.0,1
517,1,3,24.15,24.15,3,30.58522796352584,91.75568389057752,3,0,935.4561695808429,8419.105526227586,0
518,0,2,26.0,13.0,3,36.0,72.0,0,1,1296.0,5184.0,1
519,1,3,7.8958,7.8958,3,32.0,96.0,3,0,1024.0,9216.0,0
520,0,1,93.5,93.5,3,30.0,30.0,0,0,900.0,900.0,1
521,1,3,7.8958,7.8958,3,22.0,66.0,3,0,484.0,4356.0,0
522,1,3,7.225,7.225,3,30.58522796352584,91.75568389057752,3,0,935.4561695808429,8419.105526227586,0
523,0,1,57.9792,28.9896,3,44.0,44.0,0,1,1936.0,1936.0,1
524,1,3,7.2292,7.2292,3,30.58522796352584,91.75568389057752,3,0,935.4561695808429,8419.105526227586,0
525,1,3,7.75,7.75,3,40.5,121.5,3,0,1640.25,14762.25,0
526,0,2,10.5,10.5,3,50.0,100.0,0,0,2500.0,10000.0,1
527,1,1,221.7792,221.7792,3,30.58522796352584,30.58522796352584,1,0,935.4561695808429,935.4561695808429,0
528,1,3,7.925,7.925,3,39.0,117.0,3,0,1521.0,13689.0,0
529,1,2,11.5,2.875,3,23.0,46.0,2,3,529.0,2116.0,0
530,0,2,26.0,8.666666666666666,3,2.0,4.0,0,2,4.0,16.0,1
531,1,3,7.2292,7.2292,3,30.58522796352584,91.75568389057752,3,0,935.4561695808429,8419.105526227586,0
532,1,3,7.2292,2.409733333333333,3,17.0,51.0,3,2,289.0,2601.0,0
533,0,3,22.3583,7.452766666666666,3,28.68708762886598,86.06126288659794,0,2,822.9489966262356,7406.540969636121,1
534,0,3,8.6625,8.6625,3,30.0,90.0,0,0,900.0,8100.0,0
535,0,2,26.25,8.75,3,7.0,14.0,0,2,49.0,196.0,1
536,1,1,26.55,26.55,0,45.0,45.0,1,0,2025.0,2025.0,0
537,0,1,106.425,106.425,3,30.0,30.0,0,0,900.0,900.0,1
538,1,3,14.5,14.5,3,30.58522796352584,91.75568389057752,3,0,935.4561695808429,8419.105526227586,0
539,0,1,49.5,16.5,3,22.0,22.0,0,2,484.0,484.0,1
540,0,1,71.0,23.666666666666668,3,36.0,36.0,0,2,1296.0,1296.0,1
541,0,3,31.275,4.4678571428571425,3,9.0,27.0,0,6,81.0,729.0,0
542,0,3,31.275,4.4678571428571425,3,11.0,33.0,0,6,121.0,1089.0,0
543,1,2,26.0,13.0,3,32.0,64.0,2,1,1024.0,4096.0,1
544,1,1,106.425,53.2125,3,50.0,50.0,1,1,2500.0,2500.0,0
545,1,1,26.0,26.0,3,64.0,64.0,1,0,4096.0,4096.0,0
546,0,2,26.0,13.0,3,19.0,38.0,0,1,361.0,1444.0,1
547,1,2,13.8625,13.8625,3,30.58522796352584,61.17045592705168,2,0,935.4561695808429,3741.8246783233717,1
548,1,3,20.525,6.841666666666666,3,33.0,99.0,3,2,1089.0,9801.0,0
549,1,2,36.75,12.25,3,8.0,16.0,2,2,64.0,256.0,1
550,1,1,110.8833,36.9611,3,17.0,17.0,1,2,289.0,289.0,1
551,1,2,26.0,26.0,3,27.0,54.0,2,0,729.0,2916.0,0
552,1,3,7.8292,7.8292,3,30.58522796352584,91.75568389057752,3,0,935.4561695808429,8419.105526227586,0
553,1,3,7.225,7.225,3,22.0,66.0,3,0,484.0,4356.0,1
554,0,3,7.775,7.775,3,22.0,66.0,0,0,484.0,4356.0,1
555,1,1,26.55,26.55,3,62.0,62.0,1,0,3844.0,3844.0,0
556,0,1,39.6,19.8,3,48.0,48.0,0,1,2304.0,2304.0,1
557,1,1,227.525,227.525,3,30.58522796352584,30.58522796352584,1,0,935.4561695808429,935.4561695808429,0
558,0,1,79.65,26.55,3,39.0,39.0,0,2,1521.0,1521.0,1
559,0,3,17.4,8.7,3,36.0,108.0,0,1,1296.0,11664.0,1
560,1,3,7.75,7.75,3,30.58522796352584,91.75568389057752,3,0,935.4561695808429,8419.105526227586,0
561,1,3,7.8958,7.8958,3,40.0,120.0,3,0,1600.0,14400.0,0
562,1,2,13.5,13.5,3,28.0,56.0,2,0,784.0,3136.0,0
563,1,3,8.05,8.05,3,30.58522796352584,91.75568389057752,3,0,935.4561695808429,8419.105526227586,0
564,0,3,8.05,8.05,3,28.68708762886598,86.06126288659794,0,0,822.9489966262356,7406.540969636121,0
565,1,3,24.15,8.049999999999999,3,24.0,72.0,3,2,576.0,5184.0,0
566,1,3,7.8958,7.8958,3,19.0,57.0,3,0,361.0,3249.0,0
567,0,3,21.075,4.215,3,29.0,87.0,0,4,841.0,7569.0,0
568,1,3,7.2292,7.2292,3,30.58522796352584,91.75568389057752,3,0,935.4561695808429,8419.105526227586,0
569,1,3,7.8542,7.8542,3,32.0,96.0,3,0,1024.0,9216.0,1
570,1,2,10.5,10.5,3,62.0,124.0,2,0,3844.0,15376.0,1
571,0,1,51.4792,17.15973333333333,3,53.0,53.0,0,2,2809.0,2809.0,1
572,1,1,26.3875,26.3875,3,36.0,36.0,1,0,1296.0,1296.0,1
573,0,3,7.75,7.75,3,28.68708762886598,86.06126288659794,0,0,822.9489966262356,7406.540969636121,1
574,1,3,8.05,8.05,3,16.0,48.0,3,0,256.0,2304.0,0
575,1,3,14.5,14.5,3,19.0,57.0,3,0,361.0,3249.0,0
576,0,2,13.0,13.0,3,34.0,68.0,0,0,1156.0,4624.0,1
577,0,1,55.9,27.95,3,39.0,39.0,0,1,1521.0,1521.0,1
578,0,3,14.4583,7.22915,3,28.68708762886598,86.06126288659794,0,1,822.9489966262356,7406.540969636121,0
579,1,3,7.925,7.925,3,32.0,96.0,3,0,1024.0,9216.0,1
580,0,2,30.0,10.0,3,25.0,50.0,0,2,625.0,2500.0,1
581,0,1,110.8833,36.9611,3,39.0,39.0,0,2,1521.0,1521.0,1
582,1,2,26.0,26.0,3,54.0,108.0,2,0,2916.0,11664.0,0
583,1,1,40.125,40.125,3,36.0,36.0,1,0,1296.0,1296.0,0
584,1,3,8.7125,8.7125,3,30.58522796352584,91.75568389057752,3,0,935.4561695808429,8419.105526227586,0
585,0,1,79.65,26.55,3,18.0,18.0,0,2,324.0,324.0,1
586,1,2,15.0,15.0,3,47.0,94.0,2,0,2209.0,8836.0,0
587,1,1,79.2,26.400000000000002,3,60.0,60.0,1,2,3600.0,3600.0,1
588,1,3,8.05,8.05,3,22.0,66.0,3,0,484.0,4356.0,0
589,1,3,8.05,8.05,3,30.58522796352584,91.75568389057752,3,0,935.4561695808429,8419.105526227586,0
590,1,3,7.125,7.125,3,35.0,105.0,3,0,1225.0,11025.0,0
591,0,1,78.2667,39.13335,3,52.0,52.0,0,1,2704.0,2704.0,1
592,1,3,7.25,7.25,3,47.0,141.0,3,0,2209.0,19881.0,0
593,0,3,7.75,2.5833333333333335,3,28.68708762886598,86.06126288659794,0,2,822.9489966262356,7406.540969636121,0
594,1,2,26.0,13.0,3,37.0,74.0,2,1,1369.0,5476.0,0
595,1,3,24.15,8.049999999999999,3,36.0,108.0,3,2,1296.0,11664.0,0
596,0,2,33.0,33.0,3,28.68708762886598,57.37417525773196,0,0,822.9489966262356,3291.7959865049424,1
597,1,3,0.0,0.0,3,49.0,147.0,3,0,2401.0,21609.0,0
598,1,3,7.225,7.225,3,30.58522796352584,91.75568389057752,3,0,935.4561695808429,8419.105526227586,0
599,1,1,56.9292,28.4646,3,49.0,49.0,1,1,2401.0,2401.0,1
600,0,2,27.0,6.75,3,24.0,48.0,0,3,576.0,2304.0,1
601,1,3,7.8958,7.8958,3,30.58522796352584,91.75568389057752,3,0,935.4561695808429,8419.105526227586,0
602,1,1,42.4,42.4,3,30.58522796352584,30.58522796352584,1,0,935.4561695808429,935.4561695808429,0
603,1,3,8.05,8.05,3,44.0,132.0,3,0,1936.0,17424.0,0
604,1,1,26.55,26.55,3,35.0,35.0,1,0,1225.0,1225.0,1
605,1,3,15.55,7.775,3,36.0,108.0,3,1,1296.0,11664.0,0
606,1,3,7.8958,7.8958,3,30.0,90.0,3,0,900.0,8100.0,0
607,1,1,30.5,30.5,3,27.0,27.0,1,0,729.0,729.0,1
608,0,2,41.5792,10.3948,3,22.0,44.0,0,3,484.0,1936.0,1
609,0,1,153.4625,153.4625,3,40.0,40.0,0,0,1600.0,1600.0,1
610,0,3,31.275,4.4678571428571425,3,39.0,117.0,0,6,1521.0,13689.0,0
611,1,3,7.05,7.05,3,30.58522796352584,91.75568389057752,3,0,935.4561695808429,8419.105526227586,0
612,0,3,15.5,7.75,3,28.68708762886598,86.06126288659794,0,1,822.9489966262356,7406.540969636121,1
613,1,3,7.75,7.75,3,30.58522796352584,91.75568389057752,3,0,935.4561695808429,8419.105526227586,0
614,1,3,8.05,8.05,3,35.0,105.0,3,0,1225.0,11025.0,0
615,0,2,65.0,16.25,3,24.0,48.0,0,3,576.0,2304.0,1
616,1,3,14.4,4.8,3,34.0,102.0,3,2,1156.0,10404.0,0
617,0,3,16.1,8.05,3,26.0,78.0,0,1,676.0,6084.0,0
618,0,2,39.0,9.75,3,4.0,8.0,0,3,16.0,64.0,1
619,1,2,10.5,10.5,3,26.0,52.0,2,0,676.0,2704.0,0
620,1,3,14.4542,7.2271,3,27.0,81.0,3,1,729.0,6561.0,0
621,1,1,52.5542,26.2771,3,42.0,42.0,1,1,1764.0,1764.0,1
622,1,3,15.7417,5.247233333333333,3,20.0,60.0,3,2,400.0,3600.0,1
623,1,3,7.8542,7.8542,3,21.0,63.0,3,0,441.0,3969.0,0
624,1,3,16.1,16.1,3,21.0,63.0,3,0,441.0,3969.0,0
625,1,1,32.3208,32.3208,3,61.0,61.0,1,0,3721.0,3721.0,0
626,1,2,12.35,12.35,0,57.0,114.0,2,0,3249.0,12996.0,0
627,0,1,77.9583,77.9583,3,21.0,21.0,0,0,441.0,441.0,1
628,1,3,7.8958,7.8958,3,26.0,78.0,3,0,676.0,6084.0,0
629,1,3,7.7333,7.7333,3,30.58522796352584,91.75568389057752,3,0,935.4561695808429,8419.105526227586,0
630,1,1,30.0,30.0,3,80.0,80.0,1,0,6400.0,6400.0,1
631,1,3,7.0542,7.0542,3,51.0,153.0,3,0,2601.0,23409.0,0
632,1,1,30.5,30.5,1,32.0,32.0,1,0,1024.0,1024.0,1
633,1,1,0.0,0.0,3,30.58522796352584,30.58522796352584,1,0,935.4561695808429,935.4561695808429,0
634,0,3,27.9,4.6499999999999995,3,9.0,27.0,0,5,81.0,729.0,0
635,0,2,13.0,13.0,3,28.0,56.0,0,0,784.0,3136.0,1
636,1,3,7.925,7.925,3,32.0,96.0,3,0,1024.0,9216.0,0
637,1,2,26.25,8.75,3,31.0,62.0,2,2,961.0,3844.0,0
